Ссылка,Бренд,Модель,Цвет,Характеристики,Пол,Цена,Картинки,Картинки_в_файле
/p-adidas-terrex-ax4-primegreen-m-fy9673-shoes-V145199501,Adidas Terrex AX4 Primegreen M FY9673 shoes,Adidas Terrex AX4 Primegreen M FY9673 shoes,Черный,"{'Верхний материал': 'Верхний материал:Высококачественный сетчатый материал и синтетика обеспечивают легкость и воздухопроницаемость.', 'Средняя подошва': 'Средняя подошва:Изготовлена из EVA с повышенной плотностью для дополнительной амортизации и поддержки.', 'Подошва': 'Подошва:Резина Continental™ гарантирует исключительное сцепление на мокрых и сухих поверхностях, обеспечивая безопасность и уверенность в каждом шаге.', 'Экологичность': 'Экологичность:Продукт изготовлен из Primegreen, линейки высококачественных переработанных материалов, что делает его более экологически чистым выбором.', 'Цвет': 'Цвет:Черный.', 'Коллекция': 'Коллекция:Осень 2021.'}",Мужской,14 089 ,https://cdn.4stand.com/large/ba/05/ba057226de902b75dc562f9a0afa787c1b284773.jpg,ba057226de902b75dc562f9a0afa787c1b284773.jpg
/p-buty-sportowe-adidas-usa-84-hq4269-V70616943,Adidas USA 84 спортивные кроссовки [HQ4269],Adidas USA 84 спортивные кроссовки [HQ4269],"Зеленый, białe, Серый",{},Мужской,7 834 ,https://cdn.4stand.com/large/6b/18/6b18baa11c451d91d1d61e814d34f9b820bb5a17.jpg,6b18baa11c451d91d1d61e814d34f9b820bb5a17.jpg
/p-adidas-terrex-ax4-primegreen-V129209397,Adidas Terrex AX4 Primegreen,Adidas Terrex AX4 Primegreen,Серый,{},Мужской,14 707 ,https://cdn.4stand.com/large/20/2e/202e26616ec6a247f8ffc6744ac6d1a1e2465e47.jpg,202e26616ec6a247f8ffc6744ac6d1a1e2465e47.jpg
/p-buty-sportowe-adidas-zx-22-boost-gy1606-V82364792,Adidas ZX 22 Boost [GY1606] - спортивные кроссовки,Adidas ZX 22 Boost [GY1606] - спортивные кроссовки,Синий,"{'Материалы верха': 'Материалы верха:комбинация натуральной кожи и текстильных материалов, что обеспечивает прочность и воздухопроницаемость.', 'Внутренняя подкладка': 'Внутренняя подкладка:мягкая текстильная выстилка аккуратно обхватывает стопу, обеспечивая высокий уровень комфорта при длительном ношении.', 'Средняя подошва': 'Средняя подошва:изготовлена из пены EVA с вставками JET BOOST, которые обеспечивают отличную амортизацию и поддержку.', 'Внешняя подошва': 'Внешняя подошва:устойчива к износу, что гарантирует долговечность и надежность обуви даже при интенсивной эксплуатации.', 'Экологичность': 'Экологичность:25% компонентов используемых для изготовления верхней части обуви содержат не менее 50% переработанных материалов, что подчеркивает заботу о окружающей среде.', 'Размерный ряд': 'Размерный ряд:доступен в стандартных размерах от 36 до 49, включая половинные размеры, что позволяет подобрать идеальную пару для любого мужчины.'}",Мужской,9 265 ,https://cdn.4stand.com/large/e1/26/e1266d748ca1f85e916e117c6f83eca7157e4b97.jpg,e1266d748ca1f85e916e117c6f83eca7157e4b97.jpg
/p-adidas-ligra-7-m-fz4658-shoes-V42012048,Adidas Ligra 7 M FZ4658 shoes,Adidas Ligra 7 M FZ4658 shoes,Черный,{},Мужской,8 916 ,https://cdn.4stand.com/large/71/16/711667cdc4633255ec6e2c49e42386c7b983732f.jpg,711667cdc4633255ec6e2c49e42386c7b983732f.jpg
/p-adidas-strutter-V152328221,Adidas Strutter,Adidas Strutter,Белый,{},Мужской,8 554 ,https://cdn.4stand.com/large/06/22/0622efb3d7adfe8fd2d892103107e7eab9056f23.jpg,0622efb3d7adfe8fd2d892103107e7eab9056f23.jpg
/p-adidas-handball-spezial-V152325011,Adidas Handball Spezial,Adidas Handball Spezial,Черный,{},Мужской,16 758 ,https://cdn.4stand.com/large/76/34/763446414ad533663153fe3ba0c62f9e5457088d.jpg,763446414ad533663153fe3ba0c62f9e5457088d.jpg
/p-adidas-x-plr-V146034493,Кросовки adidas X_PLR ID9434,Кросовки adidas X_PLR ID9434,,"{'Материал верха': 'Материал верха:Дышащий сетчатый материал, обеспечивающий хорошую вентиляцию и предотвращающий перегрев ног.', 'Амортизация': 'Амортизация:Технология BOOST в подметке обеспечивает отличную амортизацию и возврат энергии с каждым шагом.', 'Система шнуровки': 'Система шнуровки:Эластичная система шнуровки для плотного и удобного прилегания к ноге.', 'Подошва': 'Подошва:Прочная резиновая подошва с глубоким протектором для отличного сцепления с любой поверхностью.', 'Цвет': 'Цвет:Белый, который придает кроссовкам современный и элегантный вид.', 'Дизайн': 'Дизайн:Логотип Adidas и три фирменные полоски на боковых панелях.'}",Мужской,8 523 ,https://cdn.4stand.com/large/7c/ee/7cee4cc22108db3ca2de655d1062de289266ab5a.jpg,7cee4cc22108db3ca2de655d1062de289266ab5a.jpg
/p-adidas-spiritain-2000-adidas-spiritain-2000-hp6763-V121359802,Обувь спортивная Adidas Spiritain 2000 для бега,Обувь спортивная Adidas Spiritain 2000 для бега,,"{'Верхний материал': 'Верхний материал:Современный дышащий текстиль для обеспечения отличной вентиляции и комфорта при носке.', 'Подкладка': 'Подкладка:Мягкая и приятная к коже подкладка предотвращает натирание и обеспечивает дополнительный комфорт.', 'Шнуровка': 'Шнуровка:Прочные шнурки для надежной фиксации кроссовок на ноге, удобные в использовании.', 'Подошва': 'Подошва:Изготовлена из высококачественной резины с хорошим сцеплением, что позволяет уверенно передвигаться по различным поверхностям.', 'Амортизация': 'Амортизация:Специальная вставка в области пятки снижает нагрузку на суставы и обеспечивает дополнительную поддержку при ходьбе и беге.', 'Вес': 'Вес:Легкие и гибкие материалы делают кроссовки практически незаметными на ноге, что особенно важно для спортивных тренировок.'}",Мужской,6 188 ,https://cdn.4stand.com/large/00/14/0014f11ded8541172d05e60ef4ce50d84826e827.jpg,0014f11ded8541172d05e60ef4ce50d84826e827.jpg
/p-adidas-terrex-ax3-gtx-V152329020,Adidas Terrex AX3 Gtx,Adidas Terrex AX3 Gtx,Черный,{},Мужской,18 637 ,https://cdn.4stand.com/large/bd/86/bd8679a0e77161bcf2b7365f634b5d2bcb13807d.jpg,bd8679a0e77161bcf2b7365f634b5d2bcb13807d.jpg
/p-adidas-daroga-plus-lea-V129242715,Adidas Daroga Plus Lea,Adidas Daroga Plus Lea,"Черный, Серый",{},Мужской,14 536 ,https://cdn.4stand.com/large/df/23/df232da1a7956f771850f7190949e0d75b0f5838.jpg,df232da1a7956f771850f7190949e0d75b0f5838.jpg
/p-adidas-ridegerider-6-gtx-m-fw9642-V43342852,Adidas Ridegerider 6 GTX M FW9642,Adidas Ridegerider 6 GTX M FW9642,Черный,{},Мужской,13 724 ,https://cdn.4stand.com/large/02/a3/02a302b3e1eaf330cc7ac2532d69260a4c2413f6.jpg,02a302b3e1eaf330cc7ac2532d69260a4c2413f6.jpg
/p-adidas-strutter-V129196675,Adidas Strutter,Adidas Strutter,Белый,{},Мужской,8 554 ,https://cdn.4stand.com/large/e8/20/e820fb89fe30f01da4e62f34ebd7c840f45493b0.jpg,e820fb89fe30f01da4e62f34ebd7c840f45493b0.jpg
/p-adidas-terrex-tracerrocker-2-gtx-V129239451,Adidas Terrex Tracerrocker 2 Gtx,Adidas Terrex Tracerrocker 2 Gtx,Черный,{},Мужской,11 972 ,https://cdn.4stand.com/large/8a/ba/8abaa9e4f9f545d186a8201097a1f204e4378b6c.jpg,8abaa9e4f9f545d186a8201097a1f204e4378b6c.jpg
/p-adidas-spiritain-2000-deluxe-krossovki-adidas-spiritain-2000-deluxe-hp5389-V149721209,Кроссовки Adidas Spiritain 2000 Deluxe HP5389,Кроссовки Adidas Spiritain 2000 Deluxe HP5389,,"{'Верхний материал': 'Верхний материал:Прочная и дышащая ткань', 'Подошва': 'Подошва:Легкий и ударопоглощающий материал', 'Технологии амортизации': 'Технологии амортизации:Современные системы амортизации для дополнительной поддержки', 'Система фиксации': 'Система фиксации:Надежная шнуровка для плотной и удобной посадки', 'Дополнительные элементы комфорта': 'Дополнительные элементы комфорта:Мягкий воротник и язычок для предотвращения натираний', 'Цвет': 'Цвет:Модный розовый с фирменными элементами бренда Adidas'}",Мужской,7 828 ,https://cdn.4stand.com/large/37/58/375859fe1c8a89d836b65376355538de84c30329.jpg,375859fe1c8a89d836b65376355538de84c30329.jpg
/p-adidas-id9077-V129376726,Adidas ID9077,Adidas ID9077,Черный,{},Мужской,8 726 ,https://cdn.4stand.com/large/8f/45/8f4598d888b4d716a9def8db5cad0ba24e724b4c.jpg,8f4598d888b4d716a9def8db5cad0ba24e724b4c.jpg
/p-adidas-vl-court-3-0-V129353619,Adidas Vl Court 3.0,Adidas Vl Court 3.0,Белый,{'from the ORIGINALS collectio': 'The best-selling Adidas modelfrom the ORIGINALS collection'},Мужской,8 894 ,https://cdn.4stand.com/large/4d/46/4d46d47d80c86e317ec962edca58422bcfe97a0f.jpg,4d46d47d80c86e317ec962edca58422bcfe97a0f.jpg
/p-shoes-adidas-fluidup-m-h02001-V145200597,Shoes adidas Fluidup M H02001,Shoes adidas Fluidup M H02001,Черный,"{'Бренд': 'Бренд:adidas', 'Назначение': 'Назначение:Повседневное использование', 'Пол': 'Пол:Мужчины', 'Цвет': 'Цвет:Черный с уникальными акцентами', 'Модель': 'Модель:Низкая', 'Застежка': 'Застежка:Шнурки', 'Логотип': 'Логотип:На боковой части и язычке'}",Мужской,8 806 ,https://cdn.4stand.com/large/f5/a4/f5a40dc2646b61305a77b9a1ba95a335755b6006.jpg,f5a40dc2646b61305a77b9a1ba95a335755b6006.jpg
/p-adidas-advantage-V129210147,Adidas Advantage,Adidas Advantage,Белый,{},Мужской,9 580 ,https://cdn.4stand.com/large/9f/2f/9f2f6fdd4fa631a56684818155c6998f16739748.jpg,9f2f6fdd4fa631a56684818155c6998f16739748.jpg
/p-buty-sportowe-adidas-hyperturf-hq3978-V145601390,Adidas Hyperturf [HQ3978] - спортивные кроссовки,Adidas Hyperturf [HQ3978] - спортивные кроссовки,Желтый,{},Мужской,9 837 ,https://cdn.4stand.com/large/f7/aa/f7aa8095171d581a95a510f13eb1c379c56fe60f.jpg,f7aa8095171d581a95a510f13eb1c379c56fe60f.jpg
/p-adidas-terrex-trailmaker-cold-rdy-m-fx9291-shoes-V145201181,Adidas Terrex Trailmaker Cold.Rdy M FX9291 shoes,Adidas Terrex Trailmaker Cold.Rdy M FX9291 shoes,Черный,"{'Верх': 'Верх:Текстильный, водоотталкивающий.', 'Утеплитель': 'Утеплитель:PrimaLoft® для сохранения тепла даже в самые холодные дни.', 'Рама': 'Рама:EVA обеспечивает боковую стабильность и поддержку стопы.', 'Подошва': 'Подошва:Traxion для максимального сцепления с любой поверхностью.', 'Цвет': 'Цвет:Стильный и универсальный черный.', 'Коллекция': 'Коллекция:Осень 2021 года.'}",Мужской,14 668 ,https://cdn.4stand.com/large/c2/1b/c21bc537ef6391815ee297852f3d57c397df8e51.jpg,c21bc537ef6391815ee297852f3d57c397df8e51.jpg
/p-adidas-hb-spezial-V152323508,Adidas HB Spezial,Adidas HB Spezial,"Черный, Белый",{},Мужской,10 604 ,https://cdn.4stand.com/large/4b/ca/4bca750921614de02acdba37a18604bfd0777468.jpg,4bca750921614de02acdba37a18604bfd0777468.jpg
/p-adidas-frozetic-m-fw3234-shoes-V145192263,Adidas Frozetic M FW3234 shoes,Adidas Frozetic M FW3234 shoes,Черный,{},Мужской,10 818 ,https://cdn.4stand.com/large/fe/79/fe7932e9fd72257e140993dda858157a6bb8f956.jpg,fe7932e9fd72257e140993dda858157a6bb8f956.jpg
/p-adidas-munchen-V129296435,Adidas munchen,Adidas munchen,Красный,{},Мужской,21 714 ,https://cdn.4stand.com/large/6f/25/6f25859ea5a96c1be104a3b8ae0d6676acf802d4.jpg,6f25859ea5a96c1be104a3b8ae0d6676acf802d4.jpg
/p-adidas-terrex-daroga-two-13-heatrdy-V129265240,Adidas Terrex Daroga Two 13 Heatrdy,Adidas Terrex Daroga Two 13 Heatrdy,"Черный, Белый",{},Мужской,16 075 ,https://cdn.4stand.com/large/2a/99/2a99e91c374a56b804c5a8eaf054f6206c1673e2.jpg,2a99e91c374a56b804c5a8eaf054f6206c1673e2.jpg
/p-adidas-pace-2-0-V129357848,Adidas Pace 2.0,Adidas Pace 2.0,Белый,{},Мужской,7 528 ,https://cdn.4stand.com/large/cc/4b/cc4b415d968af465448cbc2fb8c4e3b5a9bc37dc.jpg,cc4b415d968af465448cbc2fb8c4e3b5a9bc37dc.jpg
